Technology,TechDetail,Metric,Parameter,ParameterDetail,Value,Units,$Year,Scenario,Year,atb_year,Description,ResourceDetail,ResourceDetail2,Source,Notes,TechDetail2
Geothermal,HydroBinary,Full Supply Curve,Overnight Capital Cost,,9661,$/kW net,2019,Base,2018,,2018 Base Scenario Full Supply Curve,ReEDS PCR | 9.0,Calistoga HS,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,O&M Costs,,0,$/kWh,2019,Base,2018,,2018 Base Scenario Full Supply Curve,ReEDS PCR | 9.0,Calistoga HS,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,O&M Costs,,278,$/kW,2019,Base,2018,,2018 Base Scenario Full Supply Curve,ReEDS PCR | 9.0,Calistoga HS,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,Net Capacity,,16,(MW),2019,Base,2018,,2018 Base Scenario Full Supply Curve,ReEDS PCR | 9.0,Calistoga HS,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,Overnight Capital Cost,,8688,$/kW net,2019,Moderate,2030,,2030 Moderate Scenario Full Supply Curve,ReEDS PCR | 9.0,Calistoga HS,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,O&M Costs,,0,$/kWh,2019,Moderate,2030,,2030 Moderate Scenario Full Supply Curve,ReEDS PCR | 9.0,Calistoga HS,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,O&M Costs,,264,$/kW,2019,Moderate,2030,,2030 Moderate Scenario Full Supply Curve,ReEDS PCR | 9.0,Calistoga HS,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,Net Capacity,,16,(MW),2019,Moderate,2030,,2030 Moderate Scenario Full Supply Curve,ReEDS PCR | 9.0,Calistoga HS,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,Overnight Capital Cost,,7861,$/kW net,2019,Advanced,2030,,2030 Advanced Scenario Full Supply Curve,ReEDS PCR | 9.0,Calistoga HS,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,O&M Costs,,0,$/kWh,2019,Advanced,2030,,2030 Advanced Scenario Full Supply Curve,ReEDS PCR | 9.0,Calistoga HS,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,O&M Costs,,265,$/kW,2019,Advanced,2030,,2030 Advanced Scenario Full Supply Curve,ReEDS PCR | 9.0,Calistoga HS,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,Estimated Temperature,,140,C,2019,Base,2018,,2018 Base Scenario Full Supply Curve,ReEDS PCR | 12.0,Dann Ranch Hot Spring,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,Estimated Temperature,,140,C,2019,Moderate,2030,,2030 Moderate Scenario Full Supply Curve,ReEDS PCR | 12.0,Dann Ranch Hot Spring,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,Estimated Temperature,,140,C,2019,Advanced,2030,,2030 Advanced Scenario Full Supply Curve,ReEDS PCR | 12.0,Dann Ranch Hot Spring,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,Net Capacity,,22,(MW),2019,Base,2018,,2018 Base Scenario Full Supply Curve,ReEDS PCR | 12.0,Dann Ranch Hot Spring,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,Overnight Capital Cost,,9334,$/kW net,2019,Base,2018,,2018 Base Scenario Full Supply Curve,ReEDS PCR | 12.0,Dann Ranch Hot Spring,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,O&M Costs,,0,$/kWh,2019,Base,2018,,2018 Base Scenario Full Supply Curve,ReEDS PCR | 12.0,Dann Ranch Hot Spring,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,O&M Costs,,271,$/kW,2019,Base,2018,,2018 Base Scenario Full Supply Curve,ReEDS PCR | 12.0,Dann Ranch Hot Spring,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,Net Capacity,,22,(MW),2019,Base,2018,,2018 Base Scenario Full Supply Curve,ReEDS PCR | 12.0,Dann Ranch Hot Spring,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,Overnight Capital Cost,,8417,$/kW net,2019,Moderate,2030,,2030 Moderate Scenario Full Supply Curve,ReEDS PCR | 12.0,Dann Ranch Hot Spring,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,O&M Costs,,0,$/kWh,2019,Moderate,2030,,2030 Moderate Scenario Full Supply Curve,ReEDS PCR | 12.0,Dann Ranch Hot Spring,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,O&M Costs,,257,$/kW,2019,Moderate,2030,,2030 Moderate Scenario Full Supply Curve,ReEDS PCR | 12.0,Dann Ranch Hot Spring,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,Net Capacity,,22,(MW),2019,Moderate,2030,,2030 Moderate Scenario Full Supply Curve,ReEDS PCR | 12.0,Dann Ranch Hot Spring,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,Overnight Capital Cost,,7636,$/kW net,2019,Advanced,2030,,2030 Advanced Scenario Full Supply Curve,ReEDS PCR | 12.0,Dann Ranch Hot Spring,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,O&M Costs,,0,$/kWh,2019,Advanced,2030,,2030 Advanced Scenario Full Supply Curve,ReEDS PCR | 12.0,Dann Ranch Hot Spring,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,O&M Costs,,257,$/kW,2019,Advanced,2030,,2030 Advanced Scenario Full Supply Curve,ReEDS PCR | 12.0,Dann Ranch Hot Spring,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,Estimated Temperature,,140,C,2019,Base,2018,,2018 Base Scenario Full Supply Curve,ReEDS PCR | 6.0,Maazama Well (Crater Lake),ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,Estimated Temperature,,140,C,2019,Moderate,2030,,2030 Moderate Scenario Full Supply Curve,ReEDS PCR | 6.0,Maazama Well (Crater Lake),ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,Estimated Temperature,,140,C,2019,Advanced,2030,,2030 Advanced Scenario Full Supply Curve,ReEDS PCR | 6.0,Maazama Well (Crater Lake),ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,Net Capacity,,32,(MW),2019,Base,2018,,2018 Base Scenario Full Supply Curve,ReEDS PCR | 6.0,Maazama Well (Crater Lake),ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,Overnight Capital Cost,,11781,$/kW net,2019,Base,2018,,2018 Base Scenario Full Supply Curve,ReEDS PCR | 6.0,Maazama Well (Crater Lake),ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,O&M Costs,,0,$/kWh,2019,Base,2018,,2018 Base Scenario Full Supply Curve,ReEDS PCR | 6.0,Maazama Well (Crater Lake),ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,O&M Costs,,302,$/kW,2019,Base,2018,,2018 Base Scenario Full Supply Curve,ReEDS PCR | 6.0,Maazama Well (Crater Lake),ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,Net Capacity,,32,(MW),2019,Base,2018,,2018 Base Scenario Full Supply Curve,ReEDS PCR | 6.0,Maazama Well (Crater Lake),ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,Overnight Capital Cost,,9400,$/kW net,2019,Moderate,2030,,2030 Moderate Scenario Full Supply Curve,ReEDS PCR | 6.0,Maazama Well (Crater Lake),ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,O&M Costs,,0,$/kWh,2019,Moderate,2030,,2030 Moderate Scenario Full Supply Curve,ReEDS PCR | 6.0,Maazama Well (Crater Lake),ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,O&M Costs,,263,$/kW,2019,Moderate,2030,,2030 Moderate Scenario Full Supply Curve,ReEDS PCR | 6.0,Maazama Well (Crater Lake),ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,Net Capacity,,32,(MW),2019,Moderate,2030,,2030 Moderate Scenario Full Supply Curve,ReEDS PCR | 6.0,Maazama Well (Crater Lake),ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,Overnight Capital Cost,,7992,$/kW net,2019,Advanced,2030,,2030 Advanced Scenario Full Supply Curve,ReEDS PCR | 6.0,Maazama Well (Crater Lake),ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,O&M Costs,,0,$/kWh,2019,Advanced,2030,,2030 Advanced Scenario Full Supply Curve,ReEDS PCR | 6.0,Maazama Well (Crater Lake),ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,O&M Costs,,251,$/kW,2019,Advanced,2030,,2030 Advanced Scenario Full Supply Curve,ReEDS PCR | 6.0,Maazama Well (Crater Lake),ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,Estimated Temperature,,140,C,2019,Base,2018,,2018 Base Scenario Full Supply Curve,ReEDS PCR | 12.0,Wedell Hot Spring (Gabbs),ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,Estimated Temperature,,140,C,2019,Moderate,2030,,2030 Moderate Scenario Full Supply Curve,ReEDS PCR | 12.0,Wedell Hot Spring (Gabbs),ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,Estimated Temperature,,140,C,2019,Advanced,2030,,2030 Advanced Scenario Full Supply Curve,ReEDS PCR | 12.0,Wedell Hot Spring (Gabbs),ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,Net Capacity,,17,(MW),2019,Base,2018,,2018 Base Scenario Full Supply Curve,ReEDS PCR | 12.0,Wedell Hot Spring (Gabbs),ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,Overnight Capital Cost,,9594,$/kW net,2019,Base,2018,,2018 Base Scenario Full Supply Curve,ReEDS PCR | 12.0,Wedell Hot Spring (Gabbs),ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,O&M Costs,,0,$/kWh,2019,Base,2018,,2018 Base Scenario Full Supply Curve,ReEDS PCR | 12.0,Wedell Hot Spring (Gabbs),ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,O&M Costs,,276,$/kW,2019,Base,2018,,2018 Base Scenario Full Supply Curve,ReEDS PCR | 12.0,Wedell Hot Spring (Gabbs),ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,Net Capacity,,17,(MW),2019,Base,2018,,2018 Base Scenario Full Supply Curve,ReEDS PCR | 12.0,Wedell Hot Spring (Gabbs),ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,Overnight Capital Cost,,8632,$/kW net,2019,Moderate,2030,,2030 Moderate Scenario Full Supply Curve,ReEDS PCR | 12.0,Wedell Hot Spring (Gabbs),ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,O&M Costs,,0,$/kWh,2019,Moderate,2030,,2030 Moderate Scenario Full Supply Curve,ReEDS PCR | 12.0,Wedell Hot Spring (Gabbs),ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,O&M Costs,,263,$/kW,2019,Moderate,2030,,2030 Moderate Scenario Full Supply Curve,ReEDS PCR | 12.0,Wedell Hot Spring (Gabbs),ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,Net Capacity,,17,(MW),2019,Moderate,2030,,2030 Moderate Scenario Full Supply Curve,ReEDS PCR | 12.0,Wedell Hot Spring (Gabbs),ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,Overnight Capital Cost,,7820,$/kW net,2019,Advanced,2030,,2030 Advanced Scenario Full Supply Curve,ReEDS PCR | 12.0,Wedell Hot Spring (Gabbs),ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,O&M Costs,,0,$/kWh,2019,Advanced,2030,,2030 Advanced Scenario Full Supply Curve,ReEDS PCR | 12.0,Wedell Hot Spring (Gabbs),ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,O&M Costs,,262,$/kW,2019,Advanced,2030,,2030 Advanced Scenario Full Supply Curve,ReEDS PCR | 12.0,Wedell Hot Spring (Gabbs),ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,Estimated Temperature,,145,C,2019,Base,2018,,2018 Base Scenario Full Supply Curve,ReEDS PCR | 9.0,Carson River,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,Estimated Temperature,,145,C,2019,Moderate,2030,,2030 Moderate Scenario Full Supply Curve,ReEDS PCR | 9.0,Carson River,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,Estimated Temperature,,145,C,2019,Advanced,2030,,2030 Advanced Scenario Full Supply Curve,ReEDS PCR | 9.0,Carson River,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,Net Capacity,,15,(MW),2019,Base,2018,,2018 Base Scenario Full Supply Curve,ReEDS PCR | 9.0,Carson River,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,Overnight Capital Cost,,9072,$/kW net,2019,Base,2018,,2018 Base Scenario Full Supply Curve,ReEDS PCR | 9.0,Carson River,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,O&M Costs,,0,$/kWh,2019,Base,2018,,2018 Base Scenario Full Supply Curve,ReEDS PCR | 9.0,Carson River,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,O&M Costs,,261,$/kW,2019,Base,2018,,2018 Base Scenario Full Supply Curve,ReEDS PCR | 9.0,Carson River,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,Net Capacity,,15,(MW),2019,Base,2018,,2018 Base Scenario Full Supply Curve,ReEDS PCR | 9.0,Carson River,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,Overnight Capital Cost,,8143,$/kW net,2019,Moderate,2030,,2030 Moderate Scenario Full Supply Curve,ReEDS PCR | 9.0,Carson River,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,O&M Costs,,0,$/kWh,2019,Moderate,2030,,2030 Moderate Scenario Full Supply Curve,ReEDS PCR | 9.0,Carson River,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,O&M Costs,,249,$/kW,2019,Moderate,2030,,2030 Moderate Scenario Full Supply Curve,ReEDS PCR | 9.0,Carson River,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,Net Capacity,,15,(MW),2019,Moderate,2030,,2030 Moderate Scenario Full Supply Curve,ReEDS PCR | 9.0,Carson River,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,Overnight Capital Cost,,7354,$/kW net,2019,Advanced,2030,,2030 Advanced Scenario Full Supply Curve,ReEDS PCR | 9.0,Carson River,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,O&M Costs,,0,$/kWh,2019,Advanced,2030,,2030 Advanced Scenario Full Supply Curve,ReEDS PCR | 9.0,Carson River,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,O&M Costs,,250,$/kW,2019,Advanced,2030,,2030 Advanced Scenario Full Supply Curve,ReEDS PCR | 9.0,Carson River,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,Estimated Temperature,,145,C,2019,Base,2018,,2018 Base Scenario Full Supply Curve,ReEDS PCR | 10.0,Dunes,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,Estimated Temperature,,145,C,2019,Moderate,2030,,2030 Moderate Scenario Full Supply Curve,ReEDS PCR | 10.0,Dunes,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,Estimated Temperature,,145,C,2019,Advanced,2030,,2030 Advanced Scenario Full Supply Curve,ReEDS PCR | 10.0,Dunes,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,Net Capacity,,18,(MW),2019,Base,2018,,2018 Base Scenario Full Supply Curve,ReEDS PCR | 10.0,Dunes,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,Overnight Capital Cost,,8095,$/kW net,2019,Base,2018,,2018 Base Scenario Full Supply Curve,ReEDS PCR | 10.0,Dunes,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,O&M Costs,,0,$/kWh,2019,Base,2018,,2018 Base Scenario Full Supply Curve,ReEDS PCR | 10.0,Dunes,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,O&M Costs,,249,$/kW,2019,Base,2018,,2018 Base Scenario Full Supply Curve,ReEDS PCR | 10.0,Dunes,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,Net Capacity,,18,(MW),2019,Base,2018,,2018 Base Scenario Full Supply Curve,ReEDS PCR | 10.0,Dunes,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,Overnight Capital Cost,,7679,$/kW net,2019,Moderate,2030,,2030 Moderate Scenario Full Supply Curve,ReEDS PCR | 10.0,Dunes,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,O&M Costs,,0,$/kWh,2019,Moderate,2030,,2030 Moderate Scenario Full Supply Curve,ReEDS PCR | 10.0,Dunes,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,O&M Costs,,243,$/kW,2019,Moderate,2030,,2030 Moderate Scenario Full Supply Curve,ReEDS PCR | 10.0,Dunes,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,Net Capacity,,18,(MW),2019,Moderate,2030,,2030 Moderate Scenario Full Supply Curve,ReEDS PCR | 10.0,Dunes,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,Overnight Capital Cost,,7009,$/kW net,2019,Advanced,2030,,2030 Advanced Scenario Full Supply Curve,ReEDS PCR | 10.0,Dunes,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,O&M Costs,,0,$/kWh,2019,Advanced,2030,,2030 Advanced Scenario Full Supply Curve,ReEDS PCR | 10.0,Dunes,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,O&M Costs,,245,$/kW,2019,Advanced,2030,,2030 Advanced Scenario Full Supply Curve,ReEDS PCR | 10.0,Dunes,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,Estimated Temperature,,145,C,2019,Base,2018,,2018 Base Scenario Full Supply Curve,ReEDS PCR | 12.0,Pinto Hot Springs,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,Estimated Temperature,,145,C,2019,Moderate,2030,,2030 Moderate Scenario Full Supply Curve,ReEDS PCR | 12.0,Pinto Hot Springs,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,Estimated Temperature,,145,C,2019,Advanced,2030,,2030 Advanced Scenario Full Supply Curve,ReEDS PCR | 12.0,Pinto Hot Springs,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,Net Capacity,,26,(MW),2019,Base,2018,,2018 Base Scenario Full Supply Curve,ReEDS PCR | 12.0,Pinto Hot Springs,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,Overnight Capital Cost,,8484,$/kW net,2019,Base,2018,,2018 Base Scenario Full Supply Curve,ReEDS PCR | 12.0,Pinto Hot Springs,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,O&M Costs,,0,$/kWh,2019,Base,2018,,2018 Base Scenario Full Supply Curve,ReEDS PCR | 12.0,Pinto Hot Springs,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,O&M Costs,,249,$/kW,2019,Base,2018,,2018 Base Scenario Full Supply Curve,ReEDS PCR | 12.0,Pinto Hot Springs,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,Net Capacity,,26,(MW),2019,Base,2018,,2018 Base Scenario Full Supply Curve,ReEDS PCR | 12.0,Pinto Hot Springs,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,Overnight Capital Cost,,7653,$/kW net,2019,Moderate,2030,,2030 Moderate Scenario Full Supply Curve,ReEDS PCR | 12.0,Pinto Hot Springs,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,O&M Costs,,0,$/kWh,2019,Moderate,2030,,2030 Moderate Scenario Full Supply Curve,ReEDS PCR | 12.0,Pinto Hot Springs,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,O&M Costs,,236,$/kW,2019,Moderate,2030,,2030 Moderate Scenario Full Supply Curve,ReEDS PCR | 12.0,Pinto Hot Springs,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,Net Capacity,,26,(MW),2019,Moderate,2030,,2030 Moderate Scenario Full Supply Curve,ReEDS PCR | 12.0,Pinto Hot Springs,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,Overnight Capital Cost,,6946,$/kW net,2019,Advanced,2030,,2030 Advanced Scenario Full Supply Curve,ReEDS PCR | 12.0,Pinto Hot Springs,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,O&M Costs,,0,$/kWh,2019,Advanced,2030,,2030 Advanced Scenario Full Supply Curve,ReEDS PCR | 12.0,Pinto Hot Springs,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,O&M Costs,,236,$/kW,2019,Advanced,2030,,2030 Advanced Scenario Full Supply Curve,ReEDS PCR | 12.0,Pinto Hot Springs,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,Estimated Temperature,,145,C,2019,Base,2018,,2018 Base Scenario Full Supply Curve,ReEDS PCR | 16.0,Raft River,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,Estimated Temperature,,145,C,2019,Moderate,2030,,2030 Moderate Scenario Full Supply Curve,ReEDS PCR | 16.0,Raft River,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,Estimated Temperature,,145,C,2019,Advanced,2030,,2030 Advanced Scenario Full Supply Curve,ReEDS PCR | 16.0,Raft River,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,Net Capacity,,36,(MW),2019,Base,2018,,2018 Base Scenario Full Supply Curve,ReEDS PCR | 16.0,Raft River,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,Overnight Capital Cost,,8680,$/kW net,2019,Base,2018,,2018 Base Scenario Full Supply Curve,ReEDS PCR | 16.0,Raft River,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,O&M Costs,,0,$/kWh,2019,Base,2018,,2018 Base Scenario Full Supply Curve,ReEDS PCR | 16.0,Raft River,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,O&M Costs,,248,$/kW,2019,Base,2018,,2018 Base Scenario Full Supply Curve,ReEDS PCR | 16.0,Raft River,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,Net Capacity,,36,(MW),2019,Base,2018,,2018 Base Scenario Full Supply Curve,ReEDS PCR | 16.0,Raft River,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,Overnight Capital Cost,,7615,$/kW net,2019,Moderate,2030,,2030 Moderate Scenario Full Supply Curve,ReEDS PCR | 16.0,Raft River,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,O&M Costs,,0,$/kWh,2019,Moderate,2030,,2030 Moderate Scenario Full Supply Curve,ReEDS PCR | 16.0,Raft River,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,O&M Costs,,230,$/kW,2019,Moderate,2030,,2030 Moderate Scenario Full Supply Curve,ReEDS PCR | 16.0,Raft River,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,Net Capacity,,36,(MW),2019,Moderate,2030,,2030 Moderate Scenario Full Supply Curve,ReEDS PCR | 16.0,Raft River,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,Overnight Capital Cost,,6869,$/kW net,2019,Advanced,2030,,2030 Advanced Scenario Full Supply Curve,ReEDS PCR | 16.0,Raft River,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,O&M Costs,,0,$/kWh,2019,Advanced,2030,,2030 Advanced Scenario Full Supply Curve,ReEDS PCR | 16.0,Raft River,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,O&M Costs,,229,$/kW,2019,Advanced,2030,,2030 Advanced Scenario Full Supply Curve,ReEDS PCR | 16.0,Raft River,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,Estimated Temperature,,145,C,2019,Base,2018,,2018 Base Scenario Full Supply Curve,ReEDS PCR | 7.0,Vale HS,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,Estimated Temperature,,145,C,2019,Moderate,2030,,2030 Moderate Scenario Full Supply Curve,ReEDS PCR | 7.0,Vale HS,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,Estimated Temperature,,145,C,2019,Advanced,2030,,2030 Advanced Scenario Full Supply Curve,ReEDS PCR | 7.0,Vale HS,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,Net Capacity,,45,(MW),2019,Base,2018,,2018 Base Scenario Full Supply Curve,ReEDS PCR | 7.0,Vale HS,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,Overnight Capital Cost,,7443,$/kW net,2019,Base,2018,,2018 Base Scenario Full Supply Curve,ReEDS PCR | 7.0,Vale HS,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,O&M Costs,,0,$/kWh,2019,Base,2018,,2018 Base Scenario Full Supply Curve,ReEDS PCR | 7.0,Vale HS,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,O&M Costs,,229,$/kW,2019,Base,2018,,2018 Base Scenario Full Supply Curve,ReEDS PCR | 7.0,Vale HS,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,Net Capacity,,45,(MW),2019,Base,2018,,2018 Base Scenario Full Supply Curve,ReEDS PCR | 7.0,Vale HS,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,Overnight Capital Cost,,7084,$/kW net,2019,Moderate,2030,,2030 Moderate Scenario Full Supply Curve,ReEDS PCR | 7.0,Vale HS,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,O&M Costs,,0,$/kWh,2019,Moderate,2030,,2030 Moderate Scenario Full Supply Curve,ReEDS PCR | 7.0,Vale HS,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,O&M Costs,,223,$/kW,2019,Moderate,2030,,2030 Moderate Scenario Full Supply Curve,ReEDS PCR | 7.0,Vale HS,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,Net Capacity,,45,(MW),2019,Moderate,2030,,2030 Moderate Scenario Full Supply Curve,ReEDS PCR | 7.0,Vale HS,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,Overnight Capital Cost,,6485,$/kW net,2019,Advanced,2030,,2030 Advanced Scenario Full Supply Curve,ReEDS PCR | 7.0,Vale HS,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,O&M Costs,,0,$/kWh,2019,Advanced,2030,,2030 Advanced Scenario Full Supply Curve,ReEDS PCR | 7.0,Vale HS,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,O&M Costs,,223,$/kW,2019,Advanced,2030,,2030 Advanced Scenario Full Supply Curve,ReEDS PCR | 7.0,Vale HS,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,Estimated Temperature,,150,C,2019,Base,2018,,2018 Base Scenario Full Supply Curve,ReEDS PCR | 5.0,Breitenbush Hot Springs,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,Estimated Temperature,,150,C,2019,Moderate,2030,,2030 Moderate Scenario Full Supply Curve,ReEDS PCR | 5.0,Breitenbush Hot Springs,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,Estimated Temperature,,150,C,2019,Advanced,2030,,2030 Advanced Scenario Full Supply Curve,ReEDS PCR | 5.0,Breitenbush Hot Springs,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,Net Capacity,,7,(MW),2019,Base,2018,,2018 Base Scenario Full Supply Curve,ReEDS PCR | 5.0,Breitenbush Hot Springs,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,Overnight Capital Cost,,11927,$/kW net,2019,Base,2018,,2018 Base Scenario Full Supply Curve,ReEDS PCR | 5.0,Breitenbush Hot Springs,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,O&M Costs,,0,$/kWh,2019,Base,2018,,2018 Base Scenario Full Supply Curve,ReEDS PCR | 5.0,Breitenbush Hot Springs,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,O&M Costs,,290,$/kW,2019,Base,2018,,2018 Base Scenario Full Supply Curve,ReEDS PCR | 5.0,Breitenbush Hot Springs,ReEDS,,
Geothermal,HydroBinary,Full Supply Curve,Net Capacity,,7,(MW),2019,Base,2018,,2018 Base Scenario Full Supply Curve,ReEDS PCR | 5.0,Breitenbush Hot Springs,ReEDS,,
